"","Name","Rate","Type_of_Review","Reviewers_name","Reviews","Data_of_Reviews"
"23","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","C. M. Donaldson","These are really good and was on offer so good value for money but not quite as good as cushelle","Reviewed in the United Kingdom on 27 February 2024"
"24","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","PaulnCarol","This toilet roll is value for money l will be ordering it again","Reviewed in the United Kingdom on 15 February 2024"
"25","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kathryn Yates","Excellent product, rolls slightly smaller than I usually buy, but lovely and soft, will carry-on buying","Reviewed in the United Kingdom on 21 February 2024"
"26","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","4.0 out of 5 stars","Verified Purchase","Fiona Carter","Cost effective and good quality of toilet tissue.","Reviewed in the United Kingdom on 20 February 2024"
"27","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Andrea Dunhill","Unfortunately, the sheets per rolls are significantly a lot less than other brands that I've purchased from. So in the end, it does not work out any cheaper even with more rolls. Also seems like they've avoided mentioning sheets per roll in the product description.","Reviewed in the United Kingdom on 24 February 2024"
"28","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kauser Shah","Got these as it worked out cheaper than buying from the shop for my large family. Great value and nice toilet rolls","Reviewed in the United Kingdom on 17 February 2024"
"29","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Cassandra Tang","Decent quality but I personally would prefer if the rolls were larger. I still purchase frequently though","Reviewed in the United Kingdom on 22 February 2024"
"30","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","deborah","I use to get this years ago and it is thinner now but still does the job.","Reviewed in the United Kingdom on 26 February 2024"
"31","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","4.5 out of 5 stars","Verified Purchase","C. M. Donaldson","Especially in these days of the cost-of-living crisis, these loo rolls are a reasonable grade and are absorbent without being either too thick or too thin - good quality and great value for money. I would buy them again.","Reviewed in the United Kingdom on 27 February 2024"
"32","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Cassandra Tang","Really nice and soft - great for other uses too as doesn't  shed - the offer was good, next day delivery and saves me having to push a trolley as I have a back injury! Will purchase again.","Reviewed in the United Kingdom on 22 February 2024"
"33","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","C. M. Donaldson","These are really good and was on offer so good value for money but not quite as good as cushelle","Reviewed in the United Kingdom on 27 February 2024"
"34","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","PaulnCarol","This toilet roll is value for money l will be ordering it again","Reviewed in the United Kingdom on 15 February 2024"
"35","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kathryn Yates","Excellent product, rolls slightly smaller than I usually buy, but lovely and soft, will carry-on buying","Reviewed in the United Kingdom on 21 February 2024"
"36","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","4.0 out of 5 stars","Verified Purchase","Fiona Carter","Cost effective and good quality of toilet tissue.","Reviewed in the United Kingdom on 20 February 2024"
"37","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Andrea Dunhill","Unfortunately, the sheets per rolls are significantly a lot less than other brands that I've purchased from. So in the end, it does not work out any cheaper even with more rolls. Also seems like they've avoided mentioning sheets per roll in the product description.","Reviewed in the United Kingdom on 24 February 2024"
"38","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kauser Shah","Got these as it worked out cheaper than buying from the shop for my large family. Great value and nice toilet rolls","Reviewed in the United Kingdom on 17 February 2024"
"39","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Cassandra Tang","Decent quality but I personally would prefer if the rolls were larger. I still purchase frequently though","Reviewed in the United Kingdom on 22 February 2024"
"40","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","deborah","I use to get this years ago and it is thinner now but still does the job.","Reviewed in the United Kingdom on 26 February 2024"
"41","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","4.5 out of 5 stars","Verified Purchase","C. M. Donaldson","Especially in these days of the cost-of-living crisis, these loo rolls are a reasonable grade and are absorbent without being either too thick or too thin - good quality and great value for money. I would buy them again.","Reviewed in the United Kingdom on 27 February 2024"
"42","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Cassandra Tang","Really nice and soft - great for other uses too as doesn't  shed - the offer was good, next day delivery and saves me having to push a trolley as I have a back injury! Will purchase again.","Reviewed in the United Kingdom on 22 February 2024"
"43","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","C. M. Donaldson","These are really good and was on offer so good value for money but not quite as good as cushelle","Reviewed in the United Kingdom on 27 February 2024"
"44","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","PaulnCarol","This toilet roll is value for money l will be ordering it again","Reviewed in the United Kingdom on 15 February 2024"
"45","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kathryn Yates","Excellent product, rolls slightly smaller than I usually buy, but lovely and soft, will carry-on buying","Reviewed in the United Kingdom on 21 February 2024"
"46","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","4.0 out of 5 stars","Verified Purchase","Fiona Carter","Cost effective and good quality of toilet tissue.","Reviewed in the United Kingdom on 20 February 2024"
"47","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Andrea Dunhill","Unfortunately, the sheets per rolls are significantly a lot less than other brands that I've purchased from. So in the end, it does not work out any cheaper even with more rolls. Also seems like they've avoided mentioning sheets per roll in the product description.","Reviewed in the United Kingdom on 24 February 2024"
"48","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Kauser Shah","Got these as it worked out cheaper than buying from the shop for my large family. Great value and nice toilet rolls","Reviewed in the United Kingdom on 17 February 2024"
"49","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","5.0 out of 5 stars","Verified Purchase","Cassandra Tang","Decent quality but I personally would prefer if the rolls were larger. I still purchase frequently though","Reviewed in the United Kingdom on 22 February 2024"
"50","Velvet Classic Quilted Toilet Tissue 24 Rolls - Luxuriously Soft, Strong and Absorbent Toilet Roll - Jumbo Bulk Pack 24 Rolls - 3-ply - White","3.0 out of 5 stars","Verified Purchase","deborah","I use to get this years ago and it is thinner now but still does the job.","Reviewed in the United Kingdom on 26 February 2024"
